trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
114,0,114,0,217.81526830000803,,217.75698899989948,10,217.81526830000803,217.81526830000803,0.03768010006751865,219.13599749992136,[-0.4116666666666667],[-0.19333333333333333],[1],[0],[0],[1.3415116999531165],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
115,0,115,0,219.18241319991648,,219.13829709996935,5,219.18241319991648,219.18241319991648,0.0196773000061512,220.83868679997977,[0.02666666666666667],[0.37],[1],[0],[0],[1.6808990000281483],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
116,0,116,0,220.8999000999611,,220.8413811000064,10,220.8999000999611,220.8999000999611,0.030613399925641716,222.35484399995767,[0.175],[-0.15],[1],[0],[0],[1.483066999935545],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
117,0,117,0,222.41743439994752,,222.35714899993036,10,222.41743439994752,222.41743439994752,0.027998399920761585,225.2393404999748,[-0.20666666666666667],[-0.4116666666666667],[1],[0],[0],[2.8544544999022037],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
118,0,118,0,225.30124379997142,,225.24164809996728,10,225.30124379997142,225.30124379997142,0.038903600070625544,226.93883459991775,[0.08833333333333333],[0.26166666666666666],[1],[0],[0],[1.6585943000391126],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
119,0,119,0,227.00227799999993,,226.9415748999454,10,227.00227799999993,227.00227799999993,0.030615099938586354,230.5743489000015,[0.14],[0.09],[1],[0],[0],[3.6026200000196695],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
120,0,120,0,230.60362670000177,,230.5769293999765,5,230.60362670000177,230.60362670000177,0.016490999958477914,231.72776389995124,[-0.38],[0.12833333333333333],[1],[0],[0],[1.1345492000691593],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
121,0,121,0,231.7712245999137,,231.7301126999082,5,231.7712245999137,231.7712245999137,0.0182562000118196,233.57544729998335,[0.18666666666666668],[-0.33666666666666667],[1],[0],[0],[1.827418199973181],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
122,0,122,0,233.62172799999826,,233.57776709995233,5,233.62172799999826,233.62172799999826,0.019535899977199733,234.89240459993016,[-0.07],[-0.24],[1],[0],[0],[1.295384999946691],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
123,0,123,0,234.92206259991508,,234.89469929994084,5,234.92206259991508,234.92206259991508,0.015338000026531518,235.97656939993612,[0.06333333333333334],[0.21],[1],[0],[0],[1.0667533000232652],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
124,0,124,0,236.02239369996823,,235.97882829990704,5,236.02239369996823,236.02239369996823,0.019387800013646483,237.4941762998933,[-0.31833333333333336],[-0.2783333333333333],[1],[0],[0],[1.4962000000523403],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
125,0,125,0,237.55662399996072,,237.49648609990254,10,237.55662399996072,237.55662399996072,0.03297469997778535,239.6449029999785,[-0.16333333333333333],[0.435],[1],[0],[0],[2.1153976999921724],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
126,0,126,0,239.70741599996109,,239.647637499962,10,239.70741599996109,239.70741599996109,0.032231600023806095,241.24638099991716,[-0.275],[0.09],[1],[0],[0],[1.5667088000336662],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
127,0,127,0,241.30782959994394,,241.24884909996763,10,241.30782959994394,241.30782959994394,0.0328892000252381,242.59594439994544,[-0.3416666666666667],[-0.26],[1],[0],[0],[1.3143663000082597],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
128,0,128,0,242.64168080000672,,242.59875239990652,5,242.64168080000672,242.64168080000672,0.020691100042313337,244.0803471999243,[-0.47333333333333333],[0.375],[1],[0],[0],[1.4611533998977393],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
129,0,129,0,244.12586039991584,,244.08286369999405,5,244.12586039991584,244.12586039991584,0.018916900036856532,246.53163879993372,[-0.4583333333333333],[0.05],[1],[0],[0],[2.4302557000191882],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
130,0,130,0,246.560152299935,,246.5339563000016,5,246.560152299935,246.560152299935,0.01457470003515482,247.44791240000632,[0.3933333333333333],[0.31333333333333335],[1],[0],[0],[0.8995435000397265],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
131,0,131,0,247.5104925999185,,247.45056919998024,10,247.5104925999185,247.5104925999185,0.03031509998254478,248.51555489993189,[0.14833333333333334],[0.0],[1],[0],[0],[1.0348608000203967],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
132,0,132,0,248.57730519992765,,248.51783899997827,10,248.57730519992765,248.57730519992765,0.03694939997512847,249.33195859997068,[0.14833333333333334],[0.0],[1],[0],[0],[0.7772729999851435],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
133,0,133,0,249.39455159998033,,249.334296099958,10,249.39455159998033,249.39455159998033,0.03573329991195351,252.067152399919,[0.31666666666666665],[0.01],[1],[0],[0],[2.697374099981971],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
134,0,134,0,252.12871879991144,,252.06943569995929,10,252.12871879991144,252.12871879991144,0.029311099904589355,254.8675594999222,[-0.4766666666666667],[0.26666666666666666],[1],[0],[0],[2.7690286999568343],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
135,0,135,0,254.89673749997746,,254.8713935998967,5,254.89673749997746,254.89673749997746,0.01589610008522868,258.61828069994226,[-0.18666666666666668],[-0.14333333333333334],[1],[0],[0],[3.7314867000095546],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
136,0,136,0,258.681311299908,,258.6210729999002,10,258.681311299908,258.681311299908,0.03346519998740405,260.23609849996865,[-0.025],[0.205],[1],[0],[0],[1.5818196000764146],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
137,0,137,0,260.2982951999875,,260.2384830999654,10,260.2982951999875,260.2982951999875,0.034101300057955086,261.50203859992325,[-0.045],[0.2866666666666667],[1],[0],[0],[1.2298090000404045],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
138,0,138,0,261.56559419992846,,261.50506649992894,10,261.56559419992846,261.56559419992846,0.03578979999292642,263.2388459999347,[-0.10666666666666667],[-0.395],[1],[0],[0],[1.697963900049217],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
139,0,139,0,263.30002510000486,,263.2415764000034,10,263.30002510000486,263.30002510000486,0.030706900055520236,265.97203569998965,[0.27],[0.435],[1],[0],[0],[2.700175300007686],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
140,0,140,0,266.0348255999852,,265.97455199994147,10,266.0348255999852,266.0348255999852,0.030665299971587956,267.85615679994226,[-0.03166666666666667],[-0.3333333333333333],[1],[0],[0],[1.8511973998975009],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
141,0,141,0,267.9017931999406,,267.8584739000071,5,267.9017931999406,267.9017931999406,0.01988909998908639,269.2897512000054,[-0.355],[-0.14],[1],[0],[0],[1.4116156999953091],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
142,0,142,0,269.3528048999142,,269.2920215999475,10,269.3528048999142,269.3528048999142,0.038735699956305325,270.63971719995607,[0.15833333333333333],[0.31166666666666665],[1],[0],[0],[1.309230100014247],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
143,0,143,0,270.68618909991346,,270.642299399944,5,270.68618909991346,270.68618909991346,0.01713489997200668,272.4413758999435,[0.18833333333333332],[0.4066666666666667],[1],[0],[0],[1.7823763999622315],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
144,0,144,0,272.48702499992214,,272.4437531000003,5,272.48702499992214,272.48702499992214,0.01797929999884218,274.275588999968,[0.4266666666666667],[-0.41333333333333333],[1],[0],[0],[1.8141610000748187],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
145,0,145,0,274.3210013000062,,274.27787479991093,5,274.3210013000062,274.3210013000062,0.019009499927051365,275.9421812999062,[0.4866666666666667],[0.18833333333333332],[1],[0],[0],[1.6456052999710664],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
146,0,146,0,276.0050997999497,,275.9444765999215,10,276.0050997999497,276.0050997999497,0.02946919994428754,277.443381399964,[0.375],[0.415],[1],[0],[0],[1.4696721999207512],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
147,0,147,0,277.48892969998997,,277.4456992999185,5,277.48892969998997,277.48892969998997,0.017154500004835427,279.7608263998991,[-0.32],[0.24333333333333335],[1],[0],[0],[2.298247699975036],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
148,0,148,0,279.8232851999346,,279.76314319996163,10,279.8232851999346,279.8232851999346,0.02757869998458773,282.4959210999077,[0.28833333333333333],[0.35],[1],[0],[0],[2.7050171999726444],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
149,0,149,0,282.54142999998294,,282.5003694999032,5,282.54142999998294,282.54142999998294,0.014622300048358738,283.8285027999664,[0.013333333333333334],[0.16166666666666665],[1],[0],[0],[1.3138602999970317],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
150,0,150,0,283.87482209992595,,283.83132319990546,10,283.87482209992595,283.87482209992595,0.027385000023059547,284.83002989995293,[-0.005],[0.16166666666666665],[1],[0],[0],[0.9717362000374123],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
151,0,151,0,284.87491239991505,,284.8323545999592,10,284.87491239991505,284.87491239991505,0.030141600058414042,286.4130686999997,[-0.08833333333333333],[0.42],[1],[0],[0],[1.5508553000399843],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
152,0,152,0,286.45891019992996,,286.41556369990576,5,286.45891019992996,286.45891019992996,0.018894599983468652,288.23233609995805,[0.19833333333333333],[0.11666666666666667],[1],[0],[0],[1.7982007999671623],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
153,0,153,0,288.2930809999816,,288.2346365998965,10,288.2930809999816,288.2930809999816,0.034476200002245605,303.38724720000755,[0.006666666666666667],[-0.03333333333333333],[1],[0],[0],[15.118076200014912],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
154,0,154,0,303.4322017999366,,303.391164099914,10,303.4322017999366,303.4322017999366,0.028485100017860532,305.4203528999351,[-0.14],[0.46166666666666667],[1],[0],[0],[2.0013112000888214],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
155,0,155,0,305.44953549990896,,305.4227206999203,5,305.44953549990896,305.44953549990896,0.018417999963276088,306.67197469994426,[0.3333333333333333],[-0.04666666666666667],[1],[0],[0],[1.2309499999973923],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
156,0,156,0,306.7337562999455,,306.6742757000029,10,306.7337562999455,306.7337562999455,0.032768100034445524,308.22141469991766,[0.005],[-0.39],[1],[0],[0],[1.5146114999661222],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
157,0,157,0,308.28429369989317,,308.2238137999084,10,308.28429369989317,308.28429369989317,0.03086780000012368,309.9738041999517,[-0.11333333333333333],[0.18666666666666668],[1],[0],[0],[1.7192446000408381],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
158,0,158,0,310.03462749999017,,309.9782708999701,10,310.03462749999017,310.03462749999017,0.03176839998923242,311.53903979994357,[0.22833333333333333],[0.2866666666666667],[1],[0],[0],[1.5296251000836492],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
159,0,159,0,311.58552339999005,,311.54154379991814,10,311.58552339999005,311.58552339999005,0.031796300085261464,313.3399704999756,[0.06666666666666667],[0.18666666666666668],[1],[0],[0],[1.76687980000861],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
160,0,160,0,313.36948559992015,,313.34228539990727,5,313.36948559992015,313.36948559992015,0.014666000031866133,315.39215369999874,[-0.17666666666666667],[-0.058333333333333334],[1],[0],[0],[2.0354864000109956],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
161,0,161,0,315.43695989996195,,315.3944272999652,10,315.43695989996195,315.43695989996195,0.02766310004517436,319.36077249993104,[-0.2633333333333333],[-0.48833333333333334],[1],[0],[0],[3.9389074000064284],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
162,0,162,0,319.40514789998997,,319.3631018999731,5,319.40514789998997,319.40514789998997,0.017393599962815642,320.877565999981,[-0.32],[-0.2816666666666667],[1],[0],[0],[1.4973452999256551],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
163,0,163,0,320.93920849997085,,320.88023439992685,10,320.93920849997085,320.93920849997085,0.034560399944894016,322.3634100999916,[-0.475],[0.135],[1],[0],[0],[1.4489848000230268],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
164,0,164,0,322.4067081999965,,322.3663869999582,5,322.4067081999965,322.4067081999965,0.01736729999538511,324.3114246999612,[-0.11666666666666667],[0.4066666666666667],[1],[0],[0],[1.9280090000247583],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
165,0,165,0,324.3739441999933,,324.31369589990936,10,324.3739441999933,324.3739441999933,0.028127599973231554,325.9284642999992,[-0.415],[-0.08],[1],[0],[0],[1.5868400000035763],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
166,0,166,0,325.9909165999852,,325.9307748998981,10,325.9909165999852,325.9909165999852,0.030123300035484135,326.86227519996464,[0.185],[0.09],[1],[0],[0],[0.901648800005205],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
167,0,167,0,326.89116479991935,,326.86461089993827,5,326.89116479991935,326.89116479991935,0.01445289992261678,328.04695150000043,[-0.16166666666666665],[0.205],[1],[0],[0],[1.1679983999347314],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
168,0,168,0,328.10882819991093,,328.0492247999646,10,328.10882819991093,328.10882819991093,0.031090299948118627,329.9300198999699,[-0.42333333333333334],[0.10333333333333333],[1],[0],[0],[1.8499587000114843],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
169,0,169,0,329.99269779992756,,329.9323095999425,10,329.99269779992756,329.99269779992756,0.027400300023145974,331.1628797999583,[-0.105],[0.12],[1],[0],[0],[1.203470400068909],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
170,0,170,0,331.20975679997355,,331.1655979999341,5,331.20975679997355,331.20975679997355,0.014211699948646128,333.16666129999794,[-0.085],[-0.22166666666666668],[1],[0],[0],[1.9871707999845967],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
171,0,171,0,333.2105444999179,,333.1689679999836,5,333.2105444999179,333.2105444999179,0.016395000042393804,334.41538079991005,[0.32666666666666666],[0.105],[1],[0],[0],[1.2302925999974832],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
172,0,172,0,334.4444402999943,,334.4177032998996,5,334.4444402999943,334.4444402999943,0.01460689993109554,335.49934969993774,[-0.11166666666666666],[0.07666666666666666],[1],[0],[0],[1.0672376999864355],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
173,0,173,0,335.5449676999124,,335.5022749999771,10,335.5449676999124,335.5449676999124,0.027112499927170575,338.1990955999354,[0.37166666666666665],[0.055],[1],[0],[0],[2.6699923999840394],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
174,0,174,0,338.2458742999006,,338.2015383999096,10,338.2458742999006,338.2458742999006,0.027081600041128695,340.1839307999471,[-0.021666666666666667],[-0.028333333333333332],[1],[0],[0],[1.9555920999264345],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
175,0,175,0,340.2135048999917,,340.1862184999045,5,340.2135048999917,340.2135048999917,0.015138000017032027,341.3843797999434,[-0.235],[0.2633333333333333],[1],[0],[0],[1.183312299894169],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
176,0,176,0,341.4470453999238,,341.38665499992203,10,341.4470453999238,341.4470453999238,0.032504200004041195,343.15117569989525,[-0.4033333333333333],[-0.38666666666666666],[1],[0],[0],[1.732257700059563],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
177,0,177,0,343.214315899997,,343.1540906999726,10,343.214315899997,343.214315899997,0.03166899993084371,346.4373260999564,[0.4583333333333333],[0.45166666666666666],[1],[0],[0],[3.251784700085409],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
178,0,178,0,346.48302039992996,,346.4396587999072,5,346.48302039992996,346.48302039992996,0.014914699946530163,348.28856479993556,[-0.23666666666666666],[-0.2],[1],[0],[0],[1.8339305000845343],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
179,0,179,0,348.31666509993374,,348.29121679998934,5,348.31666509993374,348.31666509993374,0.014870500075630844,349.6708002999658,[0.11833333333333333],[-0.35333333333333333],[1],[0],[0],[1.3649753000354394],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
180,0,180,0,349.73374589998275,,349.67432059999555,10,349.73374589998275,349.73374589998275,0.029059399967081845,351.1886835999321,[-0.08666666666666667],[0.3416666666666667],[1],[0],[0],[1.4856991999549791],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
181,0,181,0,351.25141899997834,,351.1909492999548,10,351.25141899997834,351.25141899997834,0.02779060008469969,353.6562098999275,[0.46166666666666667],[0.25166666666666665],[1],[0],[0],[2.4377159000141546],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
182,0,182,0,353.7186024999246,,353.6585091999732,10,353.7186024999246,353.7186024999246,0.027649899944663048,355.50667919998523,[-0.39666666666666667],[0.06],[1],[0],[0],[1.8206775999860838],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
183,0,183,0,355.56941689993255,,355.5107411999488,10,355.56941689993255,355.56941689993255,0.03512899996712804,358.4918115999317,[-0.14],[0.4666666666666667],[1],[0],[0],[2.9466453000204638],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
184,0,184,0,358.5208100999007,,358.4941190999234,5,358.5208100999007,358.5208100999007,0.015837600105442107,360.05862959998194,[-0.175],[-0.10833333333333334],[1],[0],[0],[1.548962900065817],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
185,0,185,0,360.1214287999319,,360.0608867999399,10,360.1214287999319,360.1214287999319,0.03648869995959103,362.05864069995005,[0.26166666666666666],[-0.23833333333333334],[1],[0],[0],[1.9614411999937147],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
186,0,186,0,362.1217951999279,,362.06084349995945,10,362.1217951999279,362.1217951999279,0.033032799954526126,364.3108903999673,[-0.11333333333333333],[0.2866666666666667],[1],[0],[0],[2.2171075000660494],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
187,0,187,0,364.38972759991884,,364.31495849997737,10,364.38972759991884,364.38972759991884,0.03973290009889752,367.11459049989935,[0.25833333333333336],[-0.18],[1],[0],[0],[2.760117799974978],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
188,0,188,0,367.1570569999749,,367.1183951999992,5,367.1570569999749,367.1570569999749,0.016322999959811568,372.3150222999975,[-0.37],[-0.3283333333333333],[1],[0],[0],[5.1807065000757575],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
189,0,189,0,372.3596380999079,,372.31744019989856,5,372.3596380999079,372.3596380999079,0.01644899998791516,374.33135529991705,[0.18],[-0.18166666666666667],[1],[0],[0],[1.9977330999681726],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
190,0,190,0,374.39346649998333,,374.3338821999496,10,374.39346649998333,374.39346649998333,0.0333677000598982,377.13079299998935,[-0.49166666666666664],[-0.46],[1],[0],[0],[2.763936100061983],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
191,0,191,0,377.1779881999828,,377.1347075999947,5,377.1779881999828,377.1779881999828,0.023316800012253225,380.43442780000623,[-0.18],[-0.24166666666666667],[1],[0],[0],[3.2767708000028506],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
192,0,192,0,380.4954936999129,,380.4374590999214,10,380.4954936999129,380.4954936999129,0.03569329995661974,386.0521344000008,[-0.245],[-0.06333333333333334],[1],[0],[0],[5.579223499982618],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
193,0,193,0,386.0979335999582,,386.0546105999965,5,386.0979335999582,386.0979335999582,0.01826949999667704,387.83810679998714,[-0.445],[-0.03833333333333333],[1],[0],[0],[1.7654773000394925],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
194,0,194,0,387.88222219992895,,387.8404116999591,5,387.88222219992895,387.88222219992895,0.020818399963900447,389.2869302999461,[0.04833333333333333],[0.3433333333333333],[1],[0],[0],[1.4259895998984575],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
195,0,195,0,389.33263679989614,,389.2900269998936,10,389.33263679989614,389.33263679989614,0.030222199973650277,390.7202373999171,[0.08166666666666667],[0.22666666666666666],[1],[0],[0],[1.400224499986507],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
196,0,196,0,390.78325139998924,,390.72253449994605,10,390.78325139998924,390.78325139998924,0.028429599944502115,393.18929669994395,[0.44333333333333336],[-0.45666666666666667],[1],[0],[0],[2.4383821999654174],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
197,0,197,0,393.2175846999744,,393.1918064999627,5,393.2175846999744,393.2175846999744,0.014630299992859364,394.90597560000606,[-0.05333333333333334],[0.4816666666666667],[1],[0],[0],[1.6997821999248117],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
198,0,198,0,394.9684492999222,,394.90888109989464,10,394.9684492999222,394.9684492999222,0.027580499998293817,397.5064259999199,[-0.48333333333333334],[0.215],[1],[0],[0],[2.570224200026132],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
199,0,199,0,397.5692366999574,,397.50897530000657,10,397.5692366999574,397.5692366999574,0.030853600008413196,399.07377589994576,[-0.13666666666666666],[-0.14166666666666666],[1],[0],[0],[1.5342116999672726],2,001,2024-10-10_15h47.11.406,Visual Search Experiment,2024.1.5,None,2024-10-10 15h47.27.340918 +0530,
